,AMD,NVDA,2330,AAPL,3324
2020-01-02 00:00:00,49.1,239.91,339.0,300.35,218.0
2020-01-03 00:00:00,48.6,236.07,339.5,297.43,206.5
2020-01-06 00:00:00,48.39,237.06,332.0,299.8,199.0
2020-01-07 00:00:00,48.25,239.93,329.5,298.39,189.5
2020-01-08 00:00:00,47.83,240.38,329.5,303.19,189.5
2020-01-09 00:00:00,48.97,243.02,337.5,309.63,191.0
2020-01-10 00:00:00,48.17,244.32,339.5,310.33,186.5
2020-01-13 00:00:00,48.75,251.98,341.5,316.96,190.0
2020-01-14 00:00:00,48.21,247.28,346.0,312.68,193.5
2020-01-15 00:00:00,48.55,245.57,340.0,311.34,190.0
2020-01-16 00:00:00,49.77,248.93,334.5,315.24,188.5
2020-01-17 00:00:00,50.93,249.28,333.0,318.73,187.5
2020-01-21 00:00:00,51.05,247.94,,316.57,
2020-01-22 00:00:00,51.43,250.11,,317.7,
2020-01-23 00:00:00,51.71,252.86,,319.23,
2020-01-24 00:00:00,50.35,250.48,,318.31,
2020-01-27 00:00:00,49.26,240.2,,308.95,
2020-01-28 00:00:00,50.53,247.97,,317.69,
2020-01-29 00:00:00,47.51,245.54,,324.34,
2020-01-30 00:00:00,48.78,245.81,316.5,323.87,167.5
2020-01-31 00:00:00,47.0,236.43,320.0,309.51,164.0
2020-02-03 00:00:00,48.02,240.33,315.0,308.66,159.5
2020-02-04 00:00:00,49.45,247.13,325.0,318.85,165.5
2020-02-05 00:00:00,49.84,250.76,327.5,321.45,157.0
2020-02-06 00:00:00,49.32,254.25,332.5,325.21,171.0
2020-02-07 00:00:00,49.73,251.59,328.0,320.03,162.0
2020-02-10 00:00:00,52.26,262.97,327.5,321.55,158.0
2020-02-11 00:00:00,53.8,267.89,331.5,319.61,163.0
2020-02-12 00:00:00,53.89,272.54,335.0,327.2,167.0
2020-02-13 00:00:00,54.53,270.78,335.0,324.87,170.0
2020-02-14 00:00:00,55.31,289.79,335.0,324.95,171.0
2020-02-18 00:00:00,56.89,296.57,322.0,319.0,167.0
2020-02-19 00:00:00,58.9,314.7,326.5,323.62,168.0
2020-02-20 00:00:00,57.27,308.7,325.5,320.3,168.5
2020-02-21 00:00:00,53.28,294.07,325.0,313.05,166.0
2020-02-24 00:00:00,49.12,273.28,320.0,298.18,163.0
2020-02-25 00:00:00,47.57,262.05,322.0,288.08,166.0
2020-02-26 00:00:00,47.49,267.65,318.5,292.65,170.0
2020-02-27 00:00:00,44.01,252.6,316.0,273.52,161.0
2020-02-28 00:00:00,45.48,270.07,,273.36,
2020-03-02 00:00:00,47.46,276.43,311.0,298.81,163.5
2020-03-03 00:00:00,46.75,265.89,317.5,289.32,163.0
2020-03-04 00:00:00,50.11,284.51,320.5,302.74,162.5
2020-03-05 00:00:00,48.11,273.29,323.0,292.92,165.0
2020-03-06 00:00:00,48.59,266.04,315.0,289.03,167.0
2020-03-09 00:00:00,43.27,245.44,305.5,266.17,158.0
2020-03-10 00:00:00,45.38,261.08,307.0,285.34,165.0
2020-03-11 00:00:00,45.7,246.47,302.0,275.43,155.5
2020-03-12 00:00:00,39.01,216.31,294.0,248.23,140.0
2020-03-13 00:00:00,43.9,240.84,290.0,277.97,128.5
2020-03-16 00:00:00,38.71,196.4,276.5,242.21,116.0
2020-03-17 00:00:00,41.88,217.27,268.0,252.86,106.0
2020-03-18 00:00:00,39.12,202.82,260.0,246.67,111.5
2020-03-19 00:00:00,39.82,212.97,248.0,244.78,107.5
2020-03-20 00:00:00,39.61,205.75,270.0,229.24,116.0
2020-03-23 00:00:00,41.64,212.69,255.0,224.37,109.0
2020-03-24 00:00:00,46.22,249.18,267.5,246.88,117.0
2020-03-25 00:00:00,44.63,245.62,277.0,245.52,119.5
2020-03-26 00:00:00,47.5,257.24,280.0,258.44,127.0
2020-03-27 00:00:00,46.58,252.73,273.0,247.74,123.0
2020-03-30 00:00:00,47.86,265.59,267.5,254.81,127.0
2020-03-31 00:00:00,45.48,263.6,274.0,254.29,127.5
2020-04-01 00:00:00,43.66,243.07,271.5,240.91,129.0
2020-04-02 00:00:00,44.49,255.47,,244.93,
2020-04-03 00:00:00,42.59,243.91,,241.41,
2020-04-06 00:00:00,47.52,268.4,275.5,262.47,137.0
2020-04-07 00:00:00,47.56,259.03,283.0,259.43,143.5
2020-04-08 00:00:00,48.79,266.95,285.0,266.07,144.0
2020-04-09 00:00:00,48.38,262.95,283.0,267.99,141.0
2020-04-13 00:00:00,50.94,269.85,278.5,273.25,146.0
2020-04-14 00:00:00,54.93,283.95,285.0,287.05,149.0
2020-04-15 00:00:00,54.99,280.84,287.5,284.43,148.0
2020-04-16 00:00:00,56.95,294.7,286.5,286.69,149.5
2020-04-17 00:00:00,56.6,292.32,306.5,282.8,147.0
2020-04-20 00:00:00,56.97,287.05,304.0,276.93,159.0
2020-04-21 00:00:00,52.92,269.51,295.0,268.37,157.0
2020-04-22 00:00:00,55.92,286.15,294.0,276.1,164.5
2020-04-23 00:00:00,55.9,284.01,295.5,275.03,165.5
2020-04-24 00:00:00,56.18,289.59,294.0,282.97,163.0
2020-04-27 00:00:00,56.49,297.08,298.0,283.17,166.0
2020-04-28 00:00:00,55.51,291.36,296.5,278.58,170.5
2020-04-29 00:00:00,53.66,298.46,299.0,287.73,173.5
2020-04-30 00:00:00,52.39,292.28,304.5,293.8,174.0
2020-05-01 00:00:00,49.88,282.78,,289.07,
2020-05-04 00:00:00,52.56,291.29,295.0,293.16,171.5
2020-05-05 00:00:00,52.19,293.74,295.5,297.56,170.0
2020-05-06 00:00:00,52.16,297.79,296.0,300.63,166.0
2020-05-07 00:00:00,51.95,304.87,297.5,303.74,173.0
2020-05-08 00:00:00,53.19,312.5,297.5,310.13,169.0
2020-05-11 00:00:00,55.74,322.62,301.0,315.01,170.0
2020-05-12 00:00:00,53.76,312.1,295.0,311.41,168.5
2020-05-13 00:00:00,52.18,311.2,297.0,307.65,168.0
2020-05-14 00:00:00,54.51,321.22,293.0,309.54,161.5
2020-05-15 00:00:00,54.2,339.63,298.0,307.71,161.5
2020-05-18 00:00:00,54.59,350.01,290.0,314.96,162.5
2020-05-19 00:00:00,55.47,352.22,291.5,313.14,165.5
2020-05-20 00:00:00,56.39,358.8,294.0,319.23,163.5
2020-05-21 00:00:00,54.65,351.01,297.5,316.85,164.5
2020-05-22 00:00:00,55.17,361.05,292.0,318.89,160.0
2020-05-26 00:00:00,53.19,348.71,295.5,316.73,163.0
2020-05-27 00:00:00,52.74,341.01,296.5,318.11,163.0
2020-05-28 00:00:00,51.74,339.48,294.0,318.25,163.5
2020-05-29 00:00:00,53.8,355.02,292.0,317.94,169.5
2020-06-01 00:00:00,53.63,352.25,295.5,321.85,170.0
2020-06-02 00:00:00,53.54,353.01,296.5,323.34,171.0
2020-06-03 00:00:00,52.73,350.78,301.0,325.12,175.0
2020-06-04 00:00:00,52.63,350.66,306.0,322.32,177.5
2020-06-05 00:00:00,53.1,356.8,311.5,331.5,176.5
2020-06-08 00:00:00,52.97,352.2,318.0,333.46,176.5
2020-06-09 00:00:00,56.39,361.84,319.0,343.99,169.5
2020-06-10 00:00:00,57.44,374.67,322.5,352.84,168.5
2020-06-11 00:00:00,52.83,351.85,320.5,335.9,163.5
2020-06-12 00:00:00,53.5,357.3,316.0,338.8,167.0
2020-06-15 00:00:00,54.68,366.95,309.5,342.99,163.0
2020-06-16 00:00:00,54.46,362.74,315.0,352.08,171.0
2020-06-17 00:00:00,54.55,369.44,315.0,351.59,169.0
2020-06-18 00:00:00,54.04,368.72,314.5,351.73,167.5
2020-06-19 00:00:00,54.23,370.45,314.5,349.72,170.0
2020-06-22 00:00:00,54.76,381.07,312.0,358.87,170.5
2020-06-23 00:00:00,53.99,378.0,315.0,366.53,168.5
2020-06-24 00:00:00,52.39,369.42,317.5,360.06,169.5
2020-06-25 00:00:00,51.93,379.6,,364.84,
2020-06-26 00:00:00,50.1,366.2,,353.63,
2020-06-29 00:00:00,50.28,368.0,312.0,361.78,168.0
2020-06-30 00:00:00,52.61,379.91,313.0,364.8,171.5
2020-07-01 00:00:00,52.58,381.2,317.5,364.11,176.5
2020-07-02 00:00:00,52.34,384.49,322.0,364.11,177.5
2020-07-06 00:00:00,53.4,393.57,338.0,373.85,188.5
2020-07-07 00:00:00,52.93,394.87,338.5,372.69,183.5
2020-07-08 00:00:00,53.43,408.64,341.0,381.37,194.0
2020-07-09 00:00:00,57.26,420.36,345.0,383.01,188.5
2020-07-10 00:00:00,55.88,419.17,348.5,383.68,179.5
2020-07-13 00:00:00,53.59,402.09,354.5,381.91,183.0
2020-07-14 00:00:00,54.72,415.08,363.5,388.23,185.0
2020-07-15 00:00:00,55.34,409.09,363.0,390.9,202.0
2020-07-16 00:00:00,54.92,405.39,357.5,386.09,210.5
2020-07-17 00:00:00,55.04,408.06,367.0,385.31,201.0
2020-07-20 00:00:00,57.46,420.43,366.0,393.43,210.0
2020-07-21 00:00:00,57.0,413.14,383.0,388.0,209.0
2020-07-22 00:00:00,61.79,417.55,384.0,389.09,220.0
2020-07-23 00:00:00,59.57,405.19,381.5,371.38,216.5
2020-07-24 00:00:00,69.4,407.78,386.0,370.46,209.5
2020-07-27 00:00:00,68.97,416.86,424.5,379.24,212.0
2020-07-28 00:00:00,67.61,408.62,435.0,373.01,208.0
2020-07-29 00:00:00,76.09,418.62,422.0,380.16,220.0
2020-07-30 00:00:00,78.2,424.56,434.0,384.76,220.0
2020-07-31 00:00:00,77.43,424.59,425.5,425.04,228.5
2020-08-03 00:00:00,77.67,440.41,416.0,435.75,228.5
2020-08-04 00:00:00,85.04,449.11,425.5,438.66,224.0
2020-08-05 00:00:00,85.31,451.47,429.0,440.25,232.0
2020-08-06 00:00:00,86.71,453.42,435.0,455.61,237.0
2020-08-07 00:00:00,84.85,447.98,433.0,444.45,233.5
2020-08-10 00:00:00,82.24,446.6,435.5,450.91,232.5
2020-08-11 00:00:00,76.88,434.0,429.0,437.5,226.0
2020-08-12 00:00:00,82.61,457.61,419.0,452.04,227.0
2020-08-13 00:00:00,81.84,457.72,429.0,460.04,223.0
2020-08-14 00:00:00,81.3,462.56,427.0,459.63,231.0
2020-08-17 00:00:00,82.42,493.48,435.0,458.43,232.5
2020-08-18 00:00:00,81.66,490.43,433.0,462.25,237.0
2020-08-19 00:00:00,81.09,485.54,427.5,462.83,247.0
2020-08-20 00:00:00,82.77,485.64,415.0,473.1,223.0
2020-08-21 00:00:00,83.81,507.34,424.5,497.48,218.5
2020-08-24 00:00:00,83.08,508.81,428.0,503.43,220.5
2020-08-25 00:00:00,86.35,510.0,434.5,499.3,229.0
2020-08-26 00:00:00,86.02,510.92,442.0,506.09,224.0
2020-08-27 00:00:00,83.8,505.13,444.0,500.04,227.0
2020-08-28 00:00:00,85.55,525.91,435.0,499.23,221.0
2020-08-31 00:00:00,90.82,534.98,426.5,129.04,222.0
2020-09-01 00:00:00,92.18,552.84,435.0,134.18,224.0
2020-09-02 00:00:00,90.22,573.86,433.0,131.4,226.0
2020-09-03 00:00:00,82.54,520.62,436.0,120.88,231.5
2020-09-04 00:00:00,82.01,504.9,429.0,120.96,231.5
2020-09-08 00:00:00,78.69,476.52,431.0,112.82,222.0
2020-09-09 00:00:00,81.91,508.6,427.0,117.32,221.0
2020-09-10 00:00:00,78.98,492.47,435.0,113.49,225.0
2020-09-11 00:00:00,76.34,486.58,436.5,112.0,221.0
2020-09-14 00:00:00,77.9,514.89,441.0,115.355,222.0
2020-09-15 00:00:00,78.93,519.64,445.0,115.54,226.0
2020-09-16 00:00:00,76.66,500.58,458.0,112.13,233.0
2020-09-17 00:00:00,76.55,498.54,448.5,110.34,237.0
2020-09-18 00:00:00,74.93,487.57,444.0,106.84,240.5
2020-09-21 00:00:00,77.94,500.69,440.0,110.08,233.5
2020-09-22 00:00:00,77.7,505.51,437.0,111.81,232.5
2020-09-23 00:00:00,74.73,484.95,433.5,107.12,237.0
2020-09-24 00:00:00,75.82,493.92,423.0,108.22,227.0
2020-09-25 00:00:00,78.055,514.95,424.0,112.28,220.0
2020-09-28 00:00:00,79.48,521.4,431.5,114.96,231.5
2020-09-29 00:00:00,81.77,529.03,431.0,114.09,235.5
2020-09-30 00:00:00,81.99,541.22,433.0,115.81,239.5
2020-10-01 00:00:00,84.86,544.58,,116.79,
2020-10-02 00:00:00,81.8,522.49,,113.02,
2020-10-05 00:00:00,86.15,545.7,432.5,116.5,238.0
2020-10-06 00:00:00,84.48,549.46,439.5,113.16,237.0
2020-10-07 00:00:00,86.69,558.56,443.0,115.08,239.5
2020-10-08 00:00:00,86.51,553.55,453.0,114.97,234.5
2020-10-09 00:00:00,83.1,550.51,,116.97,
2020-10-12 00:00:00,84.29,569.04,460.0,124.4,232.0
2020-10-13 00:00:00,85.28,569.93,462.0,121.1,234.0
2020-10-14 00:00:00,84.21,563.81,459.0,121.19,231.0
2020-10-15 00:00:00,83.13,558.8,453.0,120.71,229.5
2020-10-16 00:00:00,83.17,552.46,449.0,119.02,224.0
2020-10-19 00:00:00,82.0,539.91,457.5,115.98,225.5
2020-10-20 00:00:00,81.56,545.82,451.0,117.51,221.5
2020-10-21 00:00:00,79.2,540.99,453.0,116.87,219.0
2020-10-22 00:00:00,79.42,534.44,455.0,115.75,215.0
2020-10-23 00:00:00,81.96,543.61,452.0,115.04,224.5
2020-10-26 00:00:00,82.23,525.65,450.0,115.05,218.5
2020-10-27 00:00:00,78.88,535.87,447.0,116.6,220.5
2020-10-28 00:00:00,76.4,505.08,444.0,111.2,218.0
2020-10-29 00:00:00,78.02,520.96,437.0,115.32,220.5
2020-10-30 00:00:00,75.29,501.36,432.0,108.86,219.0
2020-11-02 00:00:00,74.7,503.23,435.5,108.77,216.5
2020-11-03 00:00:00,76.58,520.78,441.0,110.44,222.5
2020-11-04 00:00:00,81.35,551.77,450.0,114.95,234.5
2020-11-05 00:00:00,83.0,566.4,451.0,119.03,228.5
2020-11-06 00:00:00,85.88,582.48,452.5,118.69,233.5
2020-11-09 00:00:00,83.12,545.23,458.5,116.32,239.0
2020-11-10 00:00:00,77.99,510.8,451.0,115.97,235.0
2020-11-11 00:00:00,81.28,536.72,457.0,119.49,241.0
2020-11-12 00:00:00,81.84,538.27,458.0,119.21,265.0
2020-11-13 00:00:00,81.43,531.88,462.0,119.26,257.5
2020-11-16 00:00:00,83.73,540.61,484.0,120.3,258.5
2020-11-17 00:00:00,83.36,536.89,485.5,119.39,239.0
2020-11-18 00:00:00,82.54,537.15,497.0,118.03,239.5
2020-11-19 00:00:00,85.54,537.61,490.0,118.64,241.0
2020-11-20 00:00:00,84.64,523.51,488.0,117.34,239.0
2020-11-23 00:00:00,85.31,525.6,496.5,113.85,236.0
2020-11-24 00:00:00,85.07,518.31,492.0,115.17,238.0
2020-11-25 00:00:00,86.71,529.39,487.0,116.03,235.0
2020-11-27 00:00:00,87.19,530.45,489.0,116.59,236.0
2020-11-30 00:00:00,92.66,536.06,480.5,119.05,233.0
2020-12-01 00:00:00,92.63,535.6,490.0,122.72,236.0
2020-12-02 00:00:00,93.74,541.78,499.0,123.08,228.0
2020-12-03 00:00:00,92.31,535.84,497.0,122.94,220.5
2020-12-04 00:00:00,94.04,542.33,503.0,122.25,219.0
2020-12-07 00:00:00,94.07,544.27,514.0,123.75,224.5
2020-12-08 00:00:00,92.92,534.0,524.0,124.38,224.5
2020-12-09 00:00:00,89.83,517.23,520.0,121.78,226.5
2020-12-10 00:00:00,91.66,518.89,512.0,123.24,219.0
2020-12-11 00:00:00,91.65,520.53,516.0,122.41,214.0
2020-12-14 00:00:00,94.78,532.35,508.0,121.78,219.0
2020-12-15 00:00:00,97.12,534.42,504.0,127.88,214.5
2020-12-16 00:00:00,96.85,529.7,512.0,127.81,220.0
2020-12-17 00:00:00,96.84,533.65,508.0,128.7,218.5
2020-12-18 00:00:00,95.92,530.88,510.0,126.655,217.0
2020-12-21 00:00:00,93.23,533.29,516.0,128.23,215.0
2020-12-22 00:00:00,93.16,531.13,509.0,131.88,210.5
2020-12-23 00:00:00,91.55,520.37,509.0,130.96,210.5
2020-12-24 00:00:00,91.81,519.75,510.0,131.97,215.0
2020-12-28 00:00:00,91.6,516.0,515.0,136.69,213.0
2020-12-29 00:00:00,90.62,517.73,515.0,134.87,211.5
2020-12-30 00:00:00,92.29,525.83,525.0,133.72,217.0
2020-12-31 00:00:00,91.71,522.2,530.0,132.69,214.0
2021-01-04 00:00:00,92.3,524.54,536.0,129.41,215.5
2021-01-05 00:00:00,92.77,536.19,542.0,131.01,221.5
2021-01-06 00:00:00,90.33,504.58,549.0,126.6,214.0
2021-01-07 00:00:00,95.16,533.76,565.0,130.92,215.5
2021-01-08 00:00:00,94.58,531.07,580.0,132.05,224.5
2021-01-11 00:00:00,97.25,544.86,584.0,128.98,225.5
2021-01-12 00:00:00,95.355,539.39,591.0,128.8,231.0
2021-01-13 00:00:00,91.78,541.27,605.0,130.89,239.5
2021-01-14 00:00:00,90.79,528.01,592.0,128.91,245.0
2021-01-15 00:00:00,88.21,514.38,601.0,127.14,244.5
2021-01-19 00:00:00,89.45,521.01,627.0,127.83,238.5
2021-01-20 00:00:00,88.75,534.63,647.0,132.03,224.0
2021-01-21 00:00:00,91.53,554.7,673.0,136.87,226.5
2021-01-22 00:00:00,92.79,548.5,649.0,139.07,222.0
2021-01-25 00:00:00,94.13,546.13,633.0,142.92,222.0
2021-01-26 00:00:00,94.71,537.41,617.0,143.16,219.0
2021-01-27 00:00:00,88.84,516.71,615.0,142.06,217.5
2021-01-28 00:00:00,87.52,522.04,601.0,137.09,215.0
2021-01-29 00:00:00,85.64,519.59,591.0,131.96,212.0
2021-02-01 00:00:00,87.66,529.48,611.0,134.14,208.5
2021-02-02 00:00:00,88.86,542.27,632.0,134.99,209.0
2021-02-03 00:00:00,87.89,541.22,630.0,133.94,210.0
2021-02-04 00:00:00,87.84,546.57,627.0,137.39,214.5
2021-02-05 00:00:00,87.9,543.64,632.0,136.76,216.5
2021-02-08 00:00:00,91.47,577.55,,136.91,
2021-02-09 00:00:00,90.91,570.53,,136.01,
2021-02-10 00:00:00,92.35,590.57,,135.39,
2021-02-11 00:00:00,92.66,610.03,,135.13,
2021-02-12 00:00:00,93.77,598.45,,135.37,
2021-02-16 00:00:00,91.46,613.21,,133.19,
2021-02-17 00:00:00,89.94,596.24,663.0,130.84,220.5
2021-02-18 00:00:00,88.64,593.16,660.0,129.71,221.5
2021-02-19 00:00:00,89.58,597.06,652.0,129.87,226.5
2021-02-22 00:00:00,85.37,574.23,650.0,126.0,223.0
2021-02-23 00:00:00,84.74,565.68,641.0,125.86,219.5
2021-02-24 00:00:00,86.94,579.96,625.0,125.35,217.0
2021-02-25 00:00:00,82.42,532.3,635.0,120.99,216.0
2021-02-26 00:00:00,84.51,548.58,606.0,121.26,220.5
2021-03-01 00:00:00,86.39,553.67,,127.79,
2021-03-02 00:00:00,84.13,536.25,609.0,125.12,218.5
2021-03-03 00:00:00,80.86,512.19,622.0,122.06,222.0
2021-03-04 00:00:00,77.75,494.81,601.0,120.13,218.0
2021-03-05 00:00:00,78.52,498.46,601.0,121.42,217.5
2021-03-08 00:00:00,73.96,463.73,598.0,116.36,215.5
2021-03-09 00:00:00,78.53,500.81,595.0,121.085,211.5
2021-03-10 00:00:00,77.52,498.73,597.0,119.98,211.0
2021-03-11 00:00:00,81.23,519.74,609.0,121.96,214.0
2021-03-12 00:00:00,81.05,514.24,614.0,121.03,212.5
2021-03-15 00:00:00,82.5,527.65,611.0,123.99,213.5
2021-03-16 00:00:00,82.75,531.65,613.0,125.57,212.5
2021-03-17 00:00:00,82.63,533.65,604.0,124.76,217.0
2021-03-18 00:00:00,78.12,508.9,602.0,120.53,213.5
2021-03-19 00:00:00,79.06,513.83,591.0,119.99,214.5
2021-03-22 00:00:00,80.3,527.45,593.0,123.39,213.0
2021-03-23 00:00:00,78.38,522.83,594.0,122.54,213.0
2021-03-24 00:00:00,76.48,505.72,576.0,120.09,213.5
2021-03-25 00:00:00,76.22,501.41,575.0,120.59,212.5
2021-03-26 00:00:00,77.41,513.57,590.0,121.21,213.5
2021-03-29 00:00:00,77.14,517.93,599.0,121.39,214.5
2021-03-30 00:00:00,76.0,514.87,597.0,119.9,220.0
2021-03-31 00:00:00,78.5,533.93,587.0,122.15,220.0
2021-04-01 00:00:00,81.09,552.47,602.0,123.0,216.5
2021-04-05 00:00:00,81.43,559.5,,125.9,
2021-04-06 00:00:00,81.44,554.46,610.0,126.21,214.0
2021-04-07 00:00:00,82.2,565.74,610.0,127.9,213.5
2021-04-08 00:00:00,83.35,572.68,613.0,130.36,215.5
2021-04-09 00:00:00,82.76,576.0,610.0,132.995,214.0
2021-04-12 00:00:00,78.58,608.36,605.0,131.24,212.5
2021-04-13 00:00:00,80.19,627.18,605.0,134.43,212.0
2021-04-14 00:00:00,78.55,611.08,612.0,132.03,208.0
2021-04-15 00:00:00,83.01,645.49,619.0,134.5,205.0
2021-04-16 00:00:00,82.15,636.5,610.0,134.16,203.0
2021-04-19 00:00:00,81.11,614.47,603.0,134.84,203.5
2021-04-20 00:00:00,79.27,606.85,602.0,133.11,203.0
2021-04-21 00:00:00,81.61,614.42,592.0,133.5,200.0
2021-04-22 00:00:00,79.06,594.01,591.0,131.94,190.0
2021-04-23 00:00:00,82.76,610.61,602.0,134.32,194.5
2021-04-26 00:00:00,85.41,619.12,610.0,134.72,191.5
2021-04-27 00:00:00,85.21,615.27,610.0,134.39,188.0
2021-04-28 00:00:00,84.02,611.07,602.0,133.58,181.5
2021-04-29 00:00:00,83.91,612.99,600.0,133.48,183.0
2021-04-30 00:00:00,81.62,600.38,,131.46,
2021-05-03 00:00:00,78.55,593.47,588.0,132.54,175.5
2021-05-04 00:00:00,78.61,574.05,591.0,127.85,170.5
2021-05-05 00:00:00,77.83,578.34,585.0,128.1,171.0
2021-05-06 00:00:00,77.89,580.92,587.0,129.74,172.5
2021-05-07 00:00:00,78.81,592.49,599.0,130.21,179.0
2021-05-10 00:00:00,75.99,570.63,589.0,126.85,167.5
2021-05-11 00:00:00,76.83,572.25,571.0,125.91,152.0
2021-05-12 00:00:00,74.64,550.34,560.0,122.77,146.0
2021-05-13 00:00:00,73.09,546.61,547.0,124.97,154.0
2021-05-14 00:00:00,74.59,569.72,557.0,127.45,149.5
2021-05-17 00:00:00,74.65,566.62,549.0,126.27,136.0
2021-05-18 00:00:00,74.44,560.63,572.0,124.85,149.5
2021-05-19 00:00:00,76.23,562.63,567.0,124.69,152.0
2021-05-20 00:00:00,78.06,584.5,567.0,127.31,148.0
2021-05-21 00:00:00,77.17,599.67,573.0,125.43,158.5
2021-05-24 00:00:00,77.44,624.48,568.0,127.1,160.5
2021-05-25 00:00:00,77.86,625.91,583.0,126.9,161.0
2021-05-26 00:00:00,78.34,628.0,585.0,126.85,160.0
2021-05-27 00:00:00,78.42,619.52,582.0,125.28,160.5
2021-05-28 00:00:00,80.08,649.78,590.0,124.61,167.0
2021-06-01 00:00:00,80.81,650.58,598.0,124.28,175.5
2021-06-02 00:00:00,81.97,671.13,595.0,125.06,170.0
2021-06-03 00:00:00,80.28,678.79,596.0,123.54,170.5
2021-06-04 00:00:00,81.58,703.13,595.0,125.89,170.0
2021-06-07 00:00:00,81.35,704.76,592.0,125.9,176.5
2021-06-08 00:00:00,80.89,698.28,589.0,126.74,174.5
2021-06-09 00:00:00,79.96,694.33,586.0,127.13,172.5
2021-06-10 00:00:00,81.56,697.0,599.0,126.11,175.0
2021-06-11 00:00:00,81.31,713.01,602.0,127.35,174.0
2021-06-14 00:00:00,81.55,720.75,,130.48,
