Pairs,Size1,Size2,EntryTime,EntryPrice1,EntryPrice2,ExitTime,ExitPrice1,ExitPrice2,HoldingPeriod,Profitfee
XECUSDT - ZILUSDT,138888888.8888889,-96432.01542912248,2022-05-12 11:00:00+08:00,3.3e-05,0.05048,2022-05-12 12:00:00+08:00,3e-05,0.04679,0 days 01:00:00,-78.96247187399584
XECUSDT - ZILUSDT,166666666.66666666,-106860.4402650139,2022-05-12 13:00:00+08:00,2.88e-05,0.04459,2022-05-12 14:00:00+08:00,2.84e-05,0.04323,0 days 01:00:00,59.745714896345476
GRTUSDT - XECUSDT,48216.00771456124,-133618385.88989846,2022-08-28 18:00:00+08:00,0.1035,4.586e-05,2022-08-28 19:00:00+08:00,0.1038,5.752e-05,0 days 01:00:00,-1567.3342242943734
GRTUSDT - XECUSDT,48169.55684007707,-86926286.50904034,2022-08-28 20:00:00+08:00,0.1041,5.093e-05,2022-08-28 21:00:00+08:00,0.1031,5.347e-05,0 days 01:00:00,-288.0181610618473
GRTUSDT - XECUSDT,48496.60523763337,-93510379.65214139,2022-08-28 22:00:00+08:00,0.1034,4.933e-05,2022-08-28 23:00:00+08:00,0.1032,4.9e-05,0 days 01:00:00,1.9448299643894522
GRTUSDT - XECUSDT,48449.61240310078,-102040816.32653062,2022-08-29 00:00:00+08:00,0.104,4.603e-05,2022-08-29 01:00:00+08:00,0.1036,4.786e-05,0 days 01:00:00,-225.753290618573
GRTUSDT - XECUSDT,48262.54826254826,-104471374.84329294,2022-08-29 02:00:00+08:00,0.1036,4.689e-05,2022-08-29 03:00:00+08:00,0.1041,4.707e-05,0 days 01:00:00,-14.51383499492583
GRTUSDT - XECUSDT,48030.73967339097,-106224771.61674102,2022-08-29 04:00:00+08:00,0.1035,4.883e-05,2022-08-29 05:00:00+08:00,0.1035,4.747e-05,0 days 01:00:00,124.29388077968376
GRTUSDT - XECUSDT,48309.178743961354,-105329681.90436065,2022-08-29 06:00:00+08:00,0.1028,4.869e-05,2022-08-29 07:00:00+08:00,0.1016,4.861e-05,0 days 01:00:00,-69.66761412496446
GRTUSDT - XECUSDT,49212.598425196855,-102859493.93128987,2022-08-29 08:00:00+08:00,0.099,4.626e-05,2022-08-29 09:00:00+08:00,0.0992,4.709e-05,0 days 01:00:00,-94.88673104429125
GRTUSDT - XECUSDT,50403.22580645161,-106179655.97791463,2022-08-29 10:00:00+08:00,0.0995,5.189e-05,2022-08-29 11:00:00+08:00,0.1007,5.008e-05,0 days 01:00:00,231.75118296124728
GRTUSDT - XECUSDT,49652.43296921549,-99840255.5910543,2022-08-29 12:00:00+08:00,0.1014,4.988e-05,2022-08-29 13:00:00+08:00,0.1007,4.988e-05,0 days 01:00:00,-54.75152367929318
GRTUSDT - XECUSDT,49652.43296921549,-100240577.38572575,2022-08-29 14:00:00+08:00,0.1001,4.84e-05,2022-08-29 15:00:00+08:00,0.1011,4.677e-05,0 days 01:00:00,193.51460884474247
GRTUSDT - XECUSDT,49455.98417408507,-106906136.41223006,2022-08-29 16:00:00+08:00,0.1016,4.988e-05,2022-08-29 17:00:00+08:00,0.1012,5.161e-05,0 days 01:00:00,-225.6095870377742
GRTUSDT - XECUSDT,49407.11462450593,-96880449.5252858,2022-08-29 18:00:00+08:00,0.1018,4.826e-05,2022-08-29 19:00:00+08:00,0.1016,4.652e-05,0 days 01:00:00,139.45882312846473
GRTUSDT - XECUSDT,49212.598425196855,-107480653.48237316,2022-08-29 20:00:00+08:00,0.1012,4.646e-05,2022-08-29 21:00:00+08:00,0.1027,4.6e-05,0 days 01:00:00,103.28788819980903
GRTUSDT - XECUSDT,48685.49172346641,-108695652.17391305,2022-08-29 22:00:00+08:00,0.1036,4.653e-05,2022-08-29 23:00:00+08:00,0.1039,4.565e-05,0 days 01:00:00,90.13601668007306
GRTUSDT - XECUSDT,48123.19538017324,-109529025.1916758,2022-08-30 00:00:00+08:00,0.1046,4.805e-05,2022-08-30 01:00:00+08:00,0.1049,4.786e-05,0 days 01:00:00,14.660735162190557
GRTUSDT - XECUSDT,47664.442326024786,-104471374.84329294,2022-08-30 02:00:00+08:00,0.1051,4.799e-05,2022-08-30 03:00:00+08:00,0.1044,4.891e-05,0 days 01:00:00,-149.5877513736635
GRTUSDT - XECUSDT,47892.72030651341,-102228583.11183807,2022-08-30 04:00:00+08:00,0.1042,4.787e-05,2022-08-30 05:00:00+08:00,0.1051,4.819e-05,0 days 01:00:00,-9.45372237380232
GRTUSDT - XECUSDT,47573.73929590866,-103755965.96804316,2022-08-30 06:00:00+08:00,0.1054,4.832e-05,2022-08-30 07:00:00+08:00,0.1051,5.038e-05,0 days 01:00:00,-248.26439764577628
GRTUSDT - XECUSDT,47573.73929590866,-99245732.43350536,2022-08-30 08:00:00+08:00,0.1063,4.986e-05,2022-08-30 09:00:00+08:00,0.1059,4.989e-05,0 days 01:00:00,-42.00177698020295
GRTUSDT - XECUSDT,47214.353163361666,-100220485.06714773,2022-08-30 10:00:00+08:00,0.1049,4.868e-05,2022-08-30 11:00:00+08:00,0.1054,4.861e-05,0 days 01:00:00,10.942981073943875
GRTUSDT - XECUSDT,47438.33017077799,-102859493.93128987,2022-08-30 12:00:00+08:00,0.1059,4.826e-05,2022-08-30 13:00:00+08:00,0.1076,4.851e-05,0 days 01:00:00,34.84849108830849
GRTUSDT - XECUSDT,46468.40148698885,-103071531.6429602,2022-08-30 14:00:00+08:00,0.1068,4.852e-05,2022-08-30 15:00:00+08:00,0.1066,4.79e-05,0 days 01:00:00,34.75615536290009
GRTUSDT - XECUSDT,46904.315196998126,-104384133.61169103,2022-08-30 16:00:00+08:00,0.1066,4.768e-05,2022-08-30 17:00:00+08:00,0.1062,4.719e-05,0 days 01:00:00,12.502338361266826
GRTUSDT - XECUSDT,47080.97928436911,-105954651.40919687,2022-08-30 18:00:00+08:00,0.107,4.682e-05,2022-08-30 19:00:00+08:00,0.1063,4.699e-05,0 days 01:00:00,-70.95095496867418
GRTUSDT - XECUSDT,47036.688617121355,-106405618.21664183,2022-08-30 20:00:00+08:00,0.1061,4.791e-05,2022-08-30 21:00:00+08:00,0.1055,4.692e-05,0 days 01:00:00,57.07614077733567
GRTUSDT - XECUSDT,47393.364928909956,-106564364.87638535,2022-08-30 22:00:00+08:00,0.105,4.658e-05,2022-08-30 23:00:00+08:00,0.1022,4.573e-05,0 days 01:00:00,-61.77857339102944
GRTUSDT - XECUSDT,48923.67906066536,-109337415.26350318,2022-08-31 00:00:00+08:00,0.1026,4.655e-05,2022-08-31 01:00:00+08:00,0.1007,4.585e-05,0 days 01:00:00,-36.46776065419323
GRTUSDT - XECUSDT,49652.43296921549,-109051254.08942202,2022-08-31 02:00:00+08:00,0.1018,4.6e-05,2022-08-31 03:00:00+08:00,0.1016,4.629e-05,0 days 01:00:00,-61.71899538562684
GRTUSDT - XECUSDT,49212.598425196855,-108014689.9978397,2022-08-31 04:00:00+08:00,0.1033,4.587e-05,2022-08-31 05:00:00+08:00,0.1037,4.561e-05,0 days 01:00:00,27.700667054498915
GRTUSDT - XECUSDT,48216.00771456124,-109625082.21881166,2022-08-31 06:00:00+08:00,0.1028,4.563e-05,2022-08-31 07:00:00+08:00,0.1042,4.555e-05,0 days 01:00:00,56.29608878426509
GRTUSDT - XECUSDT,47984.644913627635,-109769484.0834248,2022-08-31 08:00:00+08:00,0.1029,4.57e-05,2022-08-31 09:00:00+08:00,0.1046,4.468e-05,0 days 01:00:00,173.66099032722232
ETHUSDT - STETHUSDT,3.9136186100392147,-3.7735849056603774,2022-12-01 04:00:00+08:00,1287.17,1325.9,2022-12-01 05:00:00+08:00,1295.16,1325.9,0 days 01:00:00,11.156765496120602
ETHUSDT - STETHUSDT,3.8605268847092247,-3.771023455765895,2022-12-01 06:00:00+08:00,1296.96,1325.9,2022-12-01 07:00:00+08:00,1298.84,1325.9,0 days 01:00:00,-12.76336514407532
ETHUSDT - STETHUSDT,-3.8495888639093345,3.771023455765895,2022-12-01 08:00:00+08:00,1295.28,1200.0,2022-12-01 09:00:00+08:00,1290.32,1315.93,0 days 01:00:00,436.8275819823418
ETHUSDT - STETHUSDT,3.8750077500155,-3.7995942033390833,2022-12-01 10:00:00+08:00,1285.55,1315.93,2022-12-01 11:00:00+08:00,1286.99,1315.93,0 days 01:00:00,-14.388601277202344
ETHUSDT - STETHUSDT,3.885034071748809,-3.7995942033390833,2022-12-01 12:00:00+08:00,1288.3,1315.93,2022-12-01 13:00:00+08:00,1283.86,1315.93,0 days 01:00:00,-37.242480516554345
ETHUSDT - STETHUSDT,3.8945056314551434,-3.7995942033390833,2022-12-01 14:00:00+08:00,1282.57,1315.93,2022-12-01 15:00:00+08:00,1284.36,1315.93,0 days 01:00:00,-13.025758260246587
ETHUSDT - STETHUSDT,-3.8929895045002962,3.7995942033390833,2022-12-01 16:00:00+08:00,1279.18,1200.0,2022-12-01 21:00:00+08:00,1288.44,1326.93,0 days 05:00:00,426.6363831263686
ETHUSDT - STETHUSDT,3.9094569764259743,-4.076707325027722,2022-12-01 23:00:00+08:00,1280.18,1325.92,2022-12-02 00:00:00+08:00,1272.09,1330.0,0 days 01:00:00,-69.06587110130985
ETHUSDT - STETHUSDT,-3.917604933048132,4.076208799719557,2022-12-02 09:00:00+08:00,1282.31,1226.51,2022-12-02 10:00:00+08:00,1272.47,1244.61,0 days 01:00:00,92.24719199610121
ETHUSDT - STETHUSDT,-3.876570010854396,3.9826357083117605,2022-12-02 22:00:00+08:00,1276.08,1205.11,2022-12-03 00:00:00+08:00,1278.49,1274.8,0 days 02:00:00,248.42780121405968
ETHUSDT - STETHUSDT,-3.911934529863708,3.904023486605295,2022-12-03 02:00:00+08:00,1279.03,1200.21,2022-12-03 03:00:00+08:00,1281.64,1269.23,0 days 01:00:00,239.58762677120393
ETHUSDT - STETHUSDT,-3.8867857059568873,3.9570110321467578,2022-12-03 05:00:00+08:00,1290.49,1200.04,2022-12-03 06:00:00+08:00,1290.16,1280.68,0 days 01:00:00,300.52933897553567
ETHUSDT - STETHUSDT,-3.91932462198114,3.9539757225890635,2022-12-03 17:00:00+08:00,1268.88,1205.0,2022-12-03 18:00:00+08:00,1273.22,1268.51,0 days 01:00:00,214.36361567111405
ETHUSDT - STETHUSDT,-3.9270510987888976,3.9416323087717084,2022-12-03 19:00:00+08:00,1271.0,1205.0,2022-12-03 21:00:00+08:00,1271.91,1269.18,0 days 02:00:00,229.6618997417322
ETHUSDT - STETHUSDT,4.028197381671702,-4.0649745532592965,2022-12-04 08:00:00+08:00,1240.61,1258.96,2022-12-04 09:00:00+08:00,1251.01,1248.67,0 days 01:00:00,63.49165162331363
ETHUSDT - STETHUSDT,-3.9164081837265403,4.048124099292387,2022-12-05 07:00:00+08:00,1275.09,1206.11,2022-12-05 08:00:00+08:00,1279.14,1266.08,0 days 01:00:00,206.89340989832192
ETHUSDT - STETHUSDT,-3.880420948064446,3.955539733396622,2022-12-05 10:00:00+08:00,1290.82,1206.01,2022-12-05 11:00:00+08:00,1292.59,1267.88,0 days 01:00:00,218.05060975468376
ETHUSDT - STETHUSDT,-3.8595137012736394,3.973962597064036,2022-12-05 20:00:00+08:00,1294.74,1208.39,2022-12-06 16:00:00+08:00,1259.97,1277.0,0 days 20:00:00,387.1120800309497
ETHUSDT - STETHUSDT,3.980955110750171,-4.126570159945859,2022-12-06 19:00:00+08:00,1252.9,1274.01,2022-12-06 20:00:00+08:00,1256.46,1225.07,0 days 01:00:00,195.8242653499914
ETHUSDT - STETHUSDT,3.9752579942438264,-4.081332800039181,2022-12-06 22:00:00+08:00,1254.29,1274.33,2022-12-06 23:00:00+08:00,1251.28,1271.19,0 days 01:00:00,-19.499543012344613
ETHUSDT - STETHUSDT,3.9959081900134263,-3.933322320030837,2022-12-07 00:00:00+08:00,1254.08,1274.22,2022-12-07 01:00:00+08:00,1254.86,1273.97,0 days 01:00:00,-15.948207528713592
ETHUSDT - STETHUSDT,3.9845082319940075,-3.9247392010800883,2022-12-07 02:00:00+08:00,1251.12,1273.3,2022-12-07 03:00:00+08:00,1248.99,1227.91,0 days 01:00:00,149.87860398985387
ETHUSDT - STETHUSDT,4.003234613567763,-4.071959671311415,2022-12-07 04:00:00+08:00,1249.96,1274.23,2022-12-07 05:00:00+08:00,1253.09,1230.0,0 days 01:00:00,172.4154806353916
ETHUSDT - STETHUSDT,3.9901363828615666,-4.065040650406504,2022-12-07 06:00:00+08:00,1255.58,1274.41,2022-12-07 07:00:00+08:00,1252.73,1274.39,0 days 01:00:00,-31.66006247839864
ETHUSDT - STETHUSDT,3.9991681730200117,-4.017322695462836,2022-12-07 16:00:00+08:00,1225.12,1244.6,2022-12-07 17:00:00+08:00,1229.18,1244.61,0 days 01:00:00,-3.6186687183087134
ETHUSDT - STETHUSDT,4.067752485396769,-4.017322695462836,2022-12-07 18:00:00+08:00,1231.04,1273.91,2022-12-07 19:00:00+08:00,1230.21,1274.32,0 days 01:00:00,-25.27215488496026
ETHUSDT - STETHUSDT,4.064346737548874,-3.923661246782598,2022-12-07 20:00:00+08:00,1225.02,1252.14,2022-12-07 21:00:00+08:00,1224.25,1244.61,0 days 01:00:00,6.664538448580407
ETHUSDT - STETHUSDT,4.084133142740454,-4.017322695462836,2022-12-07 22:00:00+08:00,1232.31,1274.41,2022-12-07 23:00:00+08:00,1233.16,1244.7,0 days 01:00:00,102.63678493873125
ETHUSDT - STETHUSDT,-4.0647432301701505,4.075112473104258,2022-12-08 08:00:00+08:00,1231.43,1141.08,2022-12-08 09:00:00+08:00,1227.25,1226.94,0 days 01:00:00,347.2359329191285
ETHUSDT - STETHUSDT,-4.061705428875476,4.098461437576334,2022-12-08 19:00:00+08:00,1233.35,1170.19,2022-12-08 21:00:00+08:00,1239.21,1219.9,0 days 02:00:00,160.09442217615174
ETHUSDT - STETHUSDT,-3.9865414361116867,4.074979625101874,2022-12-09 03:00:00+08:00,1286.78,1227.0,2022-12-09 07:00:00+08:00,1283.52,1251.68,0 days 04:00:00,93.21944427885319
ETHUSDT - STETHUSDT,-3.8955372725006234,3.994631215646171,2022-12-09 08:00:00+08:00,1280.22,1221.33,2022-12-09 09:00:00+08:00,1276.82,1252.45,0 days 01:00:00,117.71486672149561
ETHUSDT - STETHUSDT,-3.9029264142253863,3.992653517527749,2022-12-09 11:00:00+08:00,1280.89,1205.14,2022-12-09 13:00:00+08:00,1283.08,1254.99,0 days 02:00:00,170.656936065248
ETHUSDT - STETHUSDT,-3.90625,4.079900776813108,2022-12-09 18:00:00+08:00,1284.6,1226.13,2022-12-10 02:00:00+08:00,1273.91,1249.0,0 days 08:00:00,114.97267876850123
ETHUSDT - STETHUSDT,-3.9241539524078606,4.003651330012972,2022-12-11 02:00:00+08:00,1267.56,1211.43,2022-12-11 05:00:00+08:00,1273.11,1248.79,0 days 03:00:00,107.97751595603219
ETHUSDT - STETHUSDT,-3.9297363146932844,4.0206500587014915,2022-12-11 19:00:00+08:00,1273.15,1193.72,2022-12-11 20:00:00+08:00,1273.47,1243.45,0 days 01:00:00,178.8828590012339
ETHUSDT - STETHUSDT,-3.9301069775119277,4.022558508113501,2022-12-12 00:00:00+08:00,1273.32,1194.96,2022-12-12 01:00:00+08:00,1273.92,1242.94,0 days 01:00:00,170.82677194845076
ETHUSDT - STETHUSDT,-3.950882627178912,4.021038071188458,2022-12-12 07:00:00+08:00,1262.32,1188.58,2022-12-12 09:00:00+08:00,1254.04,1254.58,0 days 02:00:00,278.3359384697468
ETHUSDT - STETHUSDT,-3.9871136486874423,3.985397503547004,2022-12-12 10:00:00+08:00,1257.07,1180.01,2022-12-12 12:00:00+08:00,1244.04,1224.39,0 days 02:00:00,209.26933247441664
ETHUSDT - STETHUSDT,-4.019163370952703,4.0836661521247315,2022-12-12 13:00:00+08:00,1246.44,1180.38,2022-12-12 14:00:00+08:00,1248.11,1254.76,0 days 01:00:00,277.06078278485154
ETHUSDT - STETHUSDT,-3.933631764863228,3.9968345070704,2022-12-13 12:00:00+08:00,1269.7,1169.15,2022-12-13 15:00:00+08:00,1267.65,1238.23,0 days 03:00:00,264.56237285218555
ETHUSDT - STETHUSDT,-3.8768405300416373,4.0226232330627445,2022-12-13 22:00:00+08:00,1338.24,1188.0,2022-12-14 00:00:00+08:00,1323.93,1368.94,0 days 02:00:00,762.7246209718605
ETHUSDT - STETHUSDT,-3.7766347163369662,3.6524610282408285,2022-12-14 01:00:00+08:00,1321.9,1228.3,2022-12-14 05:00:00+08:00,1318.32,1328.63,0 days 04:00:00,360.66153356018276
ETHUSDT - STETHUSDT,-3.792705868074519,3.7632749523945717,2022-12-14 06:00:00+08:00,1319.98,1217.22,2022-12-14 09:00:00+08:00,1325.35,1339.97,0 days 03:00:00,421.9188022053665
ETHUSDT - STETHUSDT,-3.772588372882635,3.731426822988574,2022-12-14 10:00:00+08:00,1320.96,1240.1,2022-12-14 11:00:00+08:00,1319.78,1337.17,0 days 01:00:00,347.08193655961344
ETHUSDT - STETHUSDT,3.788510206246496,-3.7392403359333515,2022-12-14 12:00:00+08:00,1319.71,1339.37,2022-12-14 13:00:00+08:00,1318.78,1333.45,0 days 01:00:00,-1.377274351853318
ETHUSDT - STETHUSDT,-3.791382944842961,3.749671903708425,2022-12-14 14:00:00+08:00,1321.0,1246.69,2022-12-14 15:00:00+08:00,1321.96,1331.8,0 days 01:00:00,295.80588312267906
ETHUSDT - STETHUSDT,-3.7822627008381495,3.754317465084848,2022-12-14 16:00:00+08:00,1322.66,1238.32,2022-12-14 18:00:00+08:00,1322.0,1332.87,0 days 02:00:00,337.81114730887555
ETHUSDT - STETHUSDT,-3.769459836405443,3.7622838567924273,2022-12-14 21:00:00+08:00,1332.54,1243.2,2022-12-15 09:00:00+08:00,1304.97,1277.99,0 days 12:00:00,215.38644261748206
ETHUSDT - STETHUSDT,-3.831505705111995,3.9123936807017268,2022-12-15 10:00:00+08:00,1286.23,1200.76,2022-12-15 14:00:00+08:00,1290.16,1277.9,0 days 04:00:00,267.17528440403953
ETHUSDT - STETHUSDT,-3.8781335318937704,3.9134041920385703,2022-12-15 16:00:00+08:00,1287.53,1200.63,2022-12-15 18:00:00+08:00,1288.28,1277.42,0 days 02:00:00,277.9147613668528
ETHUSDT - STETHUSDT,-3.8729666924864445,3.913863687955476,2022-12-15 21:00:00+08:00,1286.93,1200.81,2022-12-15 22:00:00+08:00,1275.55,1267.28,0 days 01:00:00,284.64471277912804
ETHUSDT - STETHUSDT,-3.919877699815766,3.945457988763336,2022-12-15 23:00:00+08:00,1270.28,1200.75,2022-12-16 02:00:00+08:00,1270.6,1266.81,0 days 03:00:00,239.6870007091042
ETHUSDT - STETHUSDT,-3.9306940033332287,3.9467037130588527,2022-12-16 04:00:00+08:00,1275.38,1201.25,2022-12-16 05:00:00+08:00,1271.38,1263.13,0 days 01:00:00,240.2080898210982
ETHUSDT - STETHUSDT,-3.9535067604965604,3.9589222230140066,2022-12-16 07:00:00+08:00,1263.76,1177.23,2022-12-16 11:00:00+08:00,1269.97,1262.12,0 days 04:00:00,291.8473149199926
ETHUSDT - STETHUSDT,-3.937100876398655,3.9615884385003013,2022-12-16 12:00:00+08:00,1271.78,1182.31,2022-12-16 14:00:00+08:00,1271.17,1262.12,0 days 02:00:00,298.88032851095033
ETHUSDT - STETHUSDT,4.133256179217987,-4.233664405889874,2022-12-16 20:00:00+08:00,1213.13,1249.14,2022-12-16 21:00:00+08:00,1213.55,1233.67,0 days 01:00:00,46.68928152581525
ETHUSDT - STETHUSDT,4.120143380989658,-4.05294770886866,2022-12-16 22:00:00+08:00,1207.79,1224.83,2022-12-16 23:00:00+08:00,1214.77,1225.43,0 days 01:00:00,6.414761971803312
ETHUSDT - STETHUSDT,4.1160054989833466,-4.080200419444603,2022-12-17 00:00:00+08:00,1203.81,1225.43,2022-12-17 01:00:00+08:00,1189.1,1171.25,0 days 01:00:00,140.89065237561695
ETHUSDT - STETHUSDT,4.240594361705737,-4.197941329571978,2022-12-17 08:00:00+08:00,1167.08,1190.27,2022-12-17 09:00:00+08:00,1172.88,1170.09,0 days 01:00:00,89.47842934937134
ETHUSDT - STETHUSDT,4.275221670243602,-4.273504273504273,2022-12-17 11:00:00+08:00,1173.61,1190.9,2022-12-17 12:00:00+08:00,1175.6,1170.02,0 days 01:00:00,77.60566514519982
ETHUSDT - STETHUSDT,4.246681218627642,-4.347637059258293,2022-12-18 04:00:00+08:00,1176.6,1199.97,2022-12-18 05:00:00+08:00,1177.5,1162.36,0 days 01:00:00,147.06897718450125
ETHUSDT - STETHUSDT,4.23912029775581,-4.304518883924344,2022-12-19 13:00:00+08:00,1182.16,1200.0,2022-12-19 14:00:00+08:00,1178.62,1130.88,0 days 01:00:00,262.4809120100963
