,date,stock_id,HoldingSharesLevel,people,percent,unit
600,2025-05-16,2330,"20,001-30,000",7013,0.66,172076541
601,2025-05-16,2330,"30,001-40,000",3275,0.43,113587897
602,2025-05-16,2330,"40,001-50,000",1948,0.33,87814180
603,2025-05-16,2330,"50,001-100,000",3842,1.03,268740836
604,2025-05-16,2330,"100,001-200,000",1902,1.02,265751808
605,2025-05-16,2330,"200,001-400,000",1248,1.36,352720402
606,2025-05-16,2330,"400,001-600,000",528,1.0,259404786
607,2025-05-16,2330,"600,001-800,000",313,0.83,216407838
608,2025-05-16,2330,"800,001-1,000,000",232,0.8,209877136
609,2025-05-16,2330,"more than 1,000,001",1521,86.3,22382525071
610,2025-05-16,2330,差異數調整（說明4）,1,-0.0,-2000
611,2025-05-16,2330,total,1800917,100.0,25932733242
612,2025-05-23,2330,1-999,1313644,0.75,194500851
613,2025-05-23,2330,"1,000-5,000",393932,2.91,756779845
614,2025-05-23,2330,"5,001-10,000",46298,1.28,334311311
615,2025-05-23,2330,"10,001-15,000",15565,0.73,191685509
616,2025-05-23,2330,"15,001-20,000",7295,0.49,128932945
617,2025-05-23,2330,"20,001-30,000",7051,0.66,173033353
618,2025-05-23,2330,"30,001-40,000",3294,0.44,114342925
619,2025-05-23,2330,"40,001-50,000",1936,0.33,87302422
620,2025-05-23,2330,"50,001-100,000",3853,1.04,269857245
621,2025-05-23,2330,"100,001-200,000",1904,1.02,265820424
622,2025-05-23,2330,"200,001-400,000",1255,1.36,354786644
623,2025-05-23,2330,"400,001-600,000",524,0.99,256961107
624,2025-05-23,2330,"600,001-800,000",317,0.84,219283064
625,2025-05-23,2330,"800,001-1,000,000",228,0.79,206534271
626,2025-05-23,2330,"more than 1,000,001",1526,86.29,22378601326
627,2025-05-23,2330,差異數調整（說明4）,0,-0.0,0
628,2025-05-23,2330,total,1798622,100.0,25932733242
629,2025-05-29,2330,1-999,1316053,0.75,195090029
630,2025-05-29,2330,"1,000-5,000",396339,2.93,761897252
631,2025-05-29,2330,"5,001-10,000",46518,1.29,335879977
632,2025-05-29,2330,"10,001-15,000",15647,0.74,192753764
633,2025-05-29,2330,"15,001-20,000",7338,0.5,129688035
634,2025-05-29,2330,"20,001-30,000",7090,0.67,173981261
635,2025-05-29,2330,"30,001-40,000",3303,0.44,114682715
636,2025-05-29,2330,"40,001-50,000",1949,0.33,87909852
637,2025-05-29,2330,"50,001-100,000",3853,1.03,269411389
638,2025-05-29,2330,"100,001-200,000",1904,1.02,265676327
639,2025-05-29,2330,"200,001-400,000",1260,1.37,356547417
640,2025-05-29,2330,"400,001-600,000",524,0.98,256424254
641,2025-05-29,2330,"600,001-800,000",321,0.85,222240689
642,2025-05-29,2330,"800,001-1,000,000",228,0.79,206979275
643,2025-05-29,2330,"more than 1,000,001",1527,86.23,22363571006
644,2025-05-29,2330,差異數調整（說明4）,0,-0.0,0
645,2025-05-29,2330,total,1803854,100.0,25932733242
646,2025-06-06,2330,1-999,1307809,0.74,194188334
647,2025-06-06,2330,"1,000-5,000",392822,2.91,755389097
648,2025-06-06,2330,"5,001-10,000",46271,1.28,334256498
649,2025-06-06,2330,"10,001-15,000",15515,0.73,191059848
650,2025-06-06,2330,"15,001-20,000",7334,0.49,129645055
651,2025-06-06,2330,"20,001-30,000",7077,0.66,173663546
652,2025-06-06,2330,"30,001-40,000",3308,0.44,114865072
653,2025-06-06,2330,"40,001-50,000",1940,0.33,87516004
654,2025-06-06,2330,"50,001-100,000",3857,1.03,269657455
655,2025-06-06,2330,"100,001-200,000",1893,1.01,264378281
656,2025-06-06,2330,"200,001-400,000",1266,1.38,358050295
657,2025-06-06,2330,"400,001-600,000",529,0.99,258764247
658,2025-06-06,2330,"600,001-800,000",318,0.85,220630690
659,2025-06-06,2330,"800,001-1,000,000",225,0.78,204164236
660,2025-06-06,2330,"more than 1,000,001",1532,86.28,22376505584
661,2025-06-06,2330,差異數調整（說明4）,1,-0.0,-1000
662,2025-06-06,2330,total,1791696,100.0,25932733242
663,2025-06-13,2330,1-999,1256410,0.71,186226644
664,2025-06-13,2330,"1,000-5,000",381897,2.83,734029906
665,2025-06-13,2330,"5,001-10,000",45174,1.25,326500675
666,2025-06-13,2330,"10,001-15,000",15252,0.72,187816123
667,2025-06-13,2330,"15,001-20,000",7224,0.49,127601301
668,2025-06-13,2330,"20,001-30,000",6979,0.66,171223909
669,2025-06-13,2330,"30,001-40,000",3285,0.43,114097774
670,2025-06-13,2330,"40,001-50,000",1938,0.33,87453247
671,2025-06-13,2330,"50,001-100,000",3834,1.03,268146215
672,2025-06-13,2330,"100,001-200,000",1875,1.0,261768569
673,2025-06-13,2330,"200,001-400,000",1263,1.37,356423098
674,2025-06-13,2330,"400,001-600,000",540,1.01,263988306
675,2025-06-13,2330,"600,001-800,000",324,0.86,224329611
676,2025-06-13,2330,"800,001-1,000,000",219,0.76,198021269
677,2025-06-13,2330,"more than 1,000,001",1527,86.47,22425108595
678,2025-06-13,2330,差異數調整（說明4）,2,-0.0,-2000
679,2025-06-13,2330,total,1727741,100.0,25932733242
680,2025-06-20,2330,1-999,1247357,0.71,184787858
681,2025-06-20,2330,"1,000-5,000",378885,2.8,728399093
682,2025-06-20,2330,"5,001-10,000",44966,1.25,324879568
683,2025-06-20,2330,"10,001-15,000",15179,0.72,186922140
684,2025-06-20,2330,"15,001-20,000",7221,0.49,127576322
685,2025-06-20,2330,"20,001-30,000",6939,0.65,170202931
686,2025-06-20,2330,"30,001-40,000",3288,0.44,114214125
687,2025-06-20,2330,"40,001-50,000",1934,0.33,87223054
688,2025-06-20,2330,"50,001-100,000",3820,1.02,267101199
689,2025-06-20,2330,"100,001-200,000",1873,1.0,260894175
690,2025-06-20,2330,"200,001-400,000",1279,1.39,361313616
691,2025-06-20,2330,"400,001-600,000",526,0.99,257278639
692,2025-06-20,2330,"600,001-800,000",329,0.87,227815484
693,2025-06-20,2330,"800,001-1,000,000",225,0.78,203884347
694,2025-06-20,2330,"more than 1,000,001",1527,86.49,22430127970
695,2025-06-20,2330,差異數調整（說明4）,4,-0.0,-5000
696,2025-06-20,2330,total,1715348,100.0,25932615521
697,2025-06-27,2330,1-999,1223964,0.69,180908345
698,2025-06-27,2330,"1,000-5,000",370135,2.74,712213153
699,2025-06-27,2330,"5,001-10,000",44286,1.23,319973429
700,2025-06-27,2330,"10,001-15,000",15006,0.71,184790787
701,2025-06-27,2330,"15,001-20,000",7166,0.48,126639215
702,2025-06-27,2330,"20,001-30,000",6894,0.65,169127842
703,2025-06-27,2330,"30,001-40,000",3267,0.43,113485107
704,2025-06-27,2330,"40,001-50,000",1923,0.33,86641940
705,2025-06-27,2330,"50,001-100,000",3798,1.02,265639867
706,2025-06-27,2330,"100,001-200,000",1864,0.99,259303119
707,2025-06-27,2330,"200,001-400,000",1274,1.38,359768142
708,2025-06-27,2330,"400,001-600,000",538,1.01,263620456
709,2025-06-27,2330,"600,001-800,000",319,0.85,221292289
710,2025-06-27,2330,"800,001-1,000,000",231,0.8,209956300
711,2025-06-27,2330,"more than 1,000,001",1526,86.6,22459261530
712,2025-06-27,2330,差異數調整（說明4）,3,-0.0,-6000
713,2025-06-27,2330,total,1682191,100.0,25932615521
714,2025-07-04,2330,1-999,1200488,0.68,176799523
715,2025-07-04,2330,"1,000-5,000",362942,2.69,698747381
716,2025-07-04,2330,"5,001-10,000",43719,1.21,316165006
717,2025-07-04,2330,"10,001-15,000",14894,0.7,183442883
718,2025-07-04,2330,"15,001-20,000",7086,0.48,125242924
719,2025-07-04,2330,"20,001-30,000",6864,0.64,168418717
720,2025-07-04,2330,"30,001-40,000",3270,0.43,113618429
721,2025-07-04,2330,"40,001-50,000",1893,0.32,85284321
722,2025-07-04,2330,"50,001-100,000",3788,1.02,264934909
723,2025-07-04,2330,"100,001-200,000",1860,0.99,258652451
724,2025-07-04,2330,"200,001-400,000",1261,1.37,355809171
725,2025-07-04,2330,"400,001-600,000",548,1.03,268252937
726,2025-07-04,2330,"600,001-800,000",311,0.82,214805854
727,2025-07-04,2330,"800,001-1,000,000",238,0.82,214635393
728,2025-07-04,2330,"more than 1,000,001",1530,86.71,22487814622
729,2025-07-04,2330,差異數調整（說明4）,6,-0.0,-9000
730,2025-07-04,2330,total,1650692,100.0,25932615521
731,2025-07-11,2330,1-999,1195884,0.67,175691755
732,2025-07-11,2330,"1,000-5,000",360782,2.67,694702314
733,2025-07-11,2330,"5,001-10,000",43537,1.21,314730664
734,2025-07-11,2330,"10,001-15,000",14860,0.7,183007071
735,2025-07-11,2330,"15,001-20,000",7054,0.48,124617961
736,2025-07-11,2330,"20,001-30,000",6859,0.64,168235883
737,2025-07-11,2330,"30,001-40,000",3289,0.44,114269864
738,2025-07-11,2330,"40,001-50,000",1899,0.33,85586237
739,2025-07-11,2330,"50,001-100,000",3797,1.02,265780131
740,2025-07-11,2330,"100,001-200,000",1850,0.99,257129462
741,2025-07-11,2330,"200,001-400,000",1262,1.37,355796087
742,2025-07-11,2330,"400,001-600,000",550,1.03,269204224
743,2025-07-11,2330,"600,001-800,000",309,0.82,213436039
744,2025-07-11,2330,"800,001-1,000,000",238,0.82,214151917
745,2025-07-11,2330,"more than 1,000,001",1529,86.74,22496280912
746,2025-07-11,2330,差異數調整（說明4）,3,-0.0,-5000
747,2025-07-11,2330,total,1643699,100.0,25932615521
748,2025-07-18,2330,1-999,1172758,0.66,171978073
749,2025-07-18,2330,"1,000-5,000",353673,2.62,681445256
750,2025-07-18,2330,"5,001-10,000",42966,1.19,310761392
751,2025-07-18,2330,"10,001-15,000",14675,0.69,180707158
752,2025-07-18,2330,"15,001-20,000",7016,0.47,123938483
753,2025-07-18,2330,"20,001-30,000",6807,0.64,167009986
754,2025-07-18,2330,"30,001-40,000",3258,0.43,113203778
755,2025-07-18,2330,"40,001-50,000",1877,0.32,84560053
756,2025-07-18,2330,"50,001-100,000",3789,1.02,265291666
757,2025-07-18,2330,"100,001-200,000",1860,0.99,259316404
758,2025-07-18,2330,"200,001-400,000",1256,1.36,354798325
759,2025-07-18,2330,"400,001-600,000",540,1.01,264225261
760,2025-07-18,2330,"600,001-800,000",318,0.84,219176681
761,2025-07-18,2330,"800,001-1,000,000",236,0.82,213220869
762,2025-07-18,2330,"more than 1,000,001",1531,86.85,22522983136
763,2025-07-18,2330,差異數調整（說明4）,1,-0.0,-1000
764,2025-07-18,2330,total,1612560,100.0,25932615521
765,2025-07-25,2330,1-999,1165907,0.65,170557212
766,2025-07-25,2330,"1,000-5,000",350521,2.6,675290116
767,2025-07-25,2330,"5,001-10,000",42714,1.19,308842062
768,2025-07-25,2330,"10,001-15,000",14603,0.69,179678080
769,2025-07-25,2330,"15,001-20,000",6982,0.47,123356201
770,2025-07-25,2330,"20,001-30,000",6793,0.64,166563177
771,2025-07-25,2330,"30,001-40,000",3249,0.43,112885602
772,2025-07-25,2330,"40,001-50,000",1869,0.32,84222528
773,2025-07-25,2330,"50,001-100,000",3777,1.01,264228196
774,2025-07-25,2330,"100,001-200,000",1875,1.0,261878895
775,2025-07-25,2330,"200,001-400,000",1258,1.37,356639530
776,2025-07-25,2330,"400,001-600,000",534,1.0,261797486
777,2025-07-25,2330,"600,001-800,000",316,0.84,217901952
778,2025-07-25,2330,"800,001-1,000,000",237,0.82,213444995
779,2025-07-25,2330,"more than 1,000,001",1538,86.89,22535329489
780,2025-07-25,2330,差異數調整（說明4）,0,-0.0,0
781,2025-07-25,2330,total,1602173,100.0,25932615521
782,2025-08-01,2330,1-999,1154694,0.65,168743509
783,2025-08-01,2330,"1,000-5,000",347018,2.57,668979635
784,2025-08-01,2330,"5,001-10,000",42519,1.18,307399751
785,2025-08-01,2330,"10,001-15,000",14483,0.68,178176697
786,2025-08-01,2330,"15,001-20,000",6936,0.47,122537756
787,2025-08-01,2330,"20,001-30,000",6789,0.64,166466185
788,2025-08-01,2330,"30,001-40,000",3234,0.43,112359881
789,2025-08-01,2330,"40,001-50,000",1861,0.32,83909559
790,2025-08-01,2330,"50,001-100,000",3773,1.01,263846915
791,2025-08-01,2330,"100,001-200,000",1868,1.0,260836868
792,2025-08-01,2330,"200,001-400,000",1253,1.36,354552676
793,2025-08-01,2330,"400,001-600,000",545,1.03,267291055
794,2025-08-01,2330,"600,001-800,000",313,0.83,215749447
795,2025-08-01,2330,"800,001-1,000,000",238,0.82,214301363
796,2025-08-01,2330,"more than 1,000,001",1539,86.94,22547474224
797,2025-08-01,2330,差異數調整（說明4）,1,-0.0,-10000
798,2025-08-01,2330,total,1587063,100.0,25932615521
799,2025-08-08,2330,1-999,1161356,0.65,168982257
800,2025-08-08,2330,"1,000-5,000",344751,2.56,664402723
801,2025-08-08,2330,"5,001-10,000",42308,1.17,305840920
802,2025-08-08,2330,"10,001-15,000",14420,0.68,177416141
803,2025-08-08,2330,"15,001-20,000",6922,0.47,122313664
804,2025-08-08,2330,"20,001-30,000",6739,0.63,165169919
805,2025-08-08,2330,"30,001-40,000",3222,0.43,111878467
806,2025-08-08,2330,"40,001-50,000",1850,0.32,83399338
807,2025-08-08,2330,"50,001-100,000",3779,1.01,264483374
808,2025-08-08,2330,"100,001-200,000",1867,1.0,260864393
809,2025-08-08,2330,"200,001-400,000",1245,1.35,351797852
810,2025-08-08,2330,"400,001-600,000",547,1.03,267772072
811,2025-08-08,2330,"600,001-800,000",312,0.82,214844276
812,2025-08-08,2330,"800,001-1,000,000",235,0.81,211497681
813,2025-08-08,2330,"more than 1,000,001",1546,87.0,22561963444
814,2025-08-08,2330,差異數調整（說明4）,6,-0.0,-11000
815,2025-08-08,2330,total,1591099,100.0,25932615521
816,2025-08-15,2330,1-999,1155508,0.64,167797168
817,2025-08-15,2330,"1,000-5,000",343821,2.55,662138212
818,2025-08-15,2330,"5,001-10,000",42049,1.17,303962895
819,2025-08-15,2330,"10,001-15,000",14400,0.68,177184450
820,2025-08-15,2330,"15,001-20,000",6864,0.46,121272127
821,2025-08-15,2330,"20,001-30,000",6715,0.63,164635861
822,2025-08-15,2330,"30,001-40,000",3190,0.42,110750171
823,2025-08-15,2330,"40,001-50,000",1861,0.32,83853901
824,2025-08-15,2330,"50,001-100,000",3786,1.02,265148311
825,2025-08-15,2330,"100,001-200,000",1863,1.0,260248711
826,2025-08-15,2330,"200,001-400,000",1252,1.36,354121028
827,2025-08-15,2330,"400,001-600,000",542,1.02,266137571
828,2025-08-15,2330,"600,001-800,000",312,0.82,214987253
829,2025-08-15,2330,"800,001-1,000,000",241,0.83,216620892
830,2025-08-15,2330,"more than 1,000,001",1536,87.0,22563761970
831,2025-08-15,2330,差異數調整（說明4）,1,-0.0,-5000
832,2025-08-15,2330,total,1583940,100.0,25932615521
833,2025-08-22,2330,1-999,1170833,0.65,169828183
834,2025-08-22,2330,"1,000-5,000",349058,2.59,672028355
835,2025-08-22,2330,"5,001-10,000",42544,1.18,307494853
836,2025-08-22,2330,"10,001-15,000",14518,0.68,178703277
837,2025-08-22,2330,"15,001-20,000",6917,0.47,122190437
838,2025-08-22,2330,"20,001-30,000",6752,0.63,165456756
839,2025-08-22,2330,"30,001-40,000",3213,0.43,111523923
840,2025-08-22,2330,"40,001-50,000",1866,0.32,84120584
841,2025-08-22,2330,"50,001-100,000",3783,1.02,264699288
842,2025-08-22,2330,"100,001-200,000",1868,1.0,261616606
843,2025-08-22,2330,"200,001-400,000",1245,1.35,352594850
844,2025-08-22,2330,"400,001-600,000",556,1.05,273481247
845,2025-08-22,2330,"600,001-800,000",305,0.81,210563654
846,2025-08-22,2330,"800,001-1,000,000",233,0.8,209114785
847,2025-08-22,2330,"more than 1,000,001",1541,86.95,22549198723
848,2025-08-22,2330,差異數調整（說明4）,0,-0.0,0
849,2025-08-22,2330,total,1605232,100.0,25932615521
850,2025-08-29,2330,1-999,1168385,0.65,169462308
851,2025-08-29,2330,"1,000-5,000",348754,2.58,671230072
852,2025-08-29,2330,"5,001-10,000",42573,1.18,307815419
853,2025-08-29,2330,"10,001-15,000",14523,0.68,178779362
854,2025-08-29,2330,"15,001-20,000",6908,0.47,122060573
855,2025-08-29,2330,"20,001-30,000",6766,0.63,165776073
856,2025-08-29,2330,"30,001-40,000",3216,0.43,111595618
857,2025-08-29,2330,"40,001-50,000",1863,0.32,83989632
858,2025-08-29,2330,"50,001-100,000",3791,1.02,265461529
859,2025-08-29,2330,"100,001-200,000",1859,1.0,260096923
860,2025-08-29,2330,"200,001-400,000",1248,1.36,353198350
861,2025-08-29,2330,"400,001-600,000",559,1.05,274738664
862,2025-08-29,2330,"600,001-800,000",314,0.83,217166197
863,2025-08-29,2330,"800,001-1,000,000",233,0.8,209126851
864,2025-08-29,2330,"more than 1,000,001",1540,86.92,22542147950
865,2025-08-29,2330,差異數調整（說明4）,1,-0.0,-30000
866,2025-08-29,2330,total,1602532,100.0,25932615521
867,2025-09-05,2330,1-999,1170630,0.65,169701103
868,2025-09-05,2330,"1,000-5,000",349392,2.59,672445238
869,2025-09-05,2330,"5,001-10,000",42604,1.18,308060984
870,2025-09-05,2330,"10,001-15,000",14558,0.69,179160345
871,2025-09-05,2330,"15,001-20,000",6934,0.47,122520291
872,2025-09-05,2330,"20,001-30,000",6757,0.63,165677096
873,2025-09-05,2330,"30,001-40,000",3211,0.42,111416277
874,2025-09-05,2330,"40,001-50,000",1864,0.32,83960877
875,2025-09-05,2330,"50,001-100,000",3792,1.02,265163306
876,2025-09-05,2330,"100,001-200,000",1867,1.0,261615295
877,2025-09-05,2330,"200,001-400,000",1241,1.35,351398989
878,2025-09-05,2330,"400,001-600,000",553,1.04,271361176
879,2025-09-05,2330,"600,001-800,000",317,0.84,218587609
880,2025-09-05,2330,"800,001-1,000,000",233,0.8,208544130
881,2025-09-05,2330,"more than 1,000,001",1541,86.92,22543004658
882,2025-09-05,2330,差異數調整（說明4）,2,-0.0,-1853
883,2025-09-05,2330,total,1605494,100.0,25932615521
884,2025-09-12,2330,1-999,1152498,0.64,166725019
885,2025-09-12,2330,"1,000-5,000",339016,2.52,653630418
886,2025-09-12,2330,"5,001-10,000",41759,1.16,301886155
887,2025-09-12,2330,"10,001-15,000",14323,0.67,176245339
888,2025-09-12,2330,"15,001-20,000",6845,0.46,120989618
889,2025-09-12,2330,"20,001-30,000",6668,0.63,163500642
890,2025-09-12,2330,"30,001-40,000",3165,0.42,109905116
891,2025-09-12,2330,"40,001-50,000",1845,0.32,83105895
892,2025-09-12,2330,"50,001-100,000",3755,1.01,262891746
893,2025-09-12,2330,"100,001-200,000",1846,0.99,258331741
894,2025-09-12,2330,"200,001-400,000",1240,1.34,349971662
895,2025-09-12,2330,"400,001-600,000",561,1.06,275439795
896,2025-09-12,2330,"600,001-800,000",315,0.84,218013655
897,2025-09-12,2330,"800,001-1,000,000",233,0.8,209012741
898,2025-09-12,2330,"more than 1,000,001",1539,87.08,22583111979
899,2025-09-12,2330,差異數調整（說明4）,11,-0.0,-146000
900,2025-09-12,2330,total,1575608,100.0,25932615521
